Agente,Partida,Victoria,Tiempo_Jugada_ms,Turnos_Totales
CFR,11,1,0.06280094385147095,32
CFR,12,1,0.06593081910731428,118
CFR,13,1,0.06104599345814098,66
CFR,14,0,0.07175547736031669,28
CFR,15,1,0.07178102220807757,28
CFR,16,1,0.04783130827404204,42
CFR,17,1,0.09377165274186568,88
CFR,18,0,0.06269084082709418,54
CFR,19,0,0.0,28
CFR,20,1,0.0,76
CFR,21,1,0.1663375984538685,88
CFR,22,0,0.0,46
CFR,23,1,0.0,66
CFR,24,0,0.12802547878689235,90
CFR,25,1,0.023339475904192244,112
CFR,26,1,0.0,58
CFR,27,0,0.0,58
CFR,28,1,0.5086580912272135,30
CFR,29,0,0.043359067704942494,108
CFR,30,1,0.08679736744273793,110
CFR,31,0,0.12441593057969039,68
CFR,32,0,0.03833981121287627,68
CFR,33,1,0.0,104
CFR,34,0,0.11016672307794743,110
CFR,35,1,0.029883601448752663,44
CFR,36,1,0.07845213015874226,96
CFR,37,1,0.040507784076765474,102
CFR,38,1,0.08220437132282021,162
CFR,39,1,0.0,92
CFR,40,0,0.0,92
CFR,41,1,0.41335470536175895,34
CFR,42,0,0.033550792270236544,108
CFR,43,1,0.0,98
CFR,44,0,0.07302027482252854,208
CFR,45,0,0.09715735022701434,134
CFR,46,1,0.08715391159057617,60
CFR,47,1,0.0,144
CFR,48,0,0.14198028435141352,118
CFR,49,0,0.0,44
CFR,50,0,0.11712442273678987,184
CFR,51,1,0.0,74
CFR,52,1,0.136211183336046,90
CFR,53,1,0.0,76
CFR,54,0,0.0,88
CFR,55,1,0.4245231026097348,38
CFR,56,1,0.007748603820800781,68
CFR,57,1,0.0,92
CFR,58,0,0.10145437426683379,164
CFR,59,0,0.0,70
CFR,60,1,0.0,84
CFR,61,0,0.2600460341482452,66
CFR,62,0,0.063494580690978,244
CFR,63,1,0.0,28
CFR,64,1,0.0677633285522461,200
CFR,65,0,0.008689459934029527,186
CFR,66,1,0.16780903464869448,114
CFR,67,1,0.0,102
CFR,68,0,0.15079975128173828,74
CFR,69,0,0.0,78
CFR,70,1,0.0,50
CFR,71,0,0.13322652654444916,188
CFR,72,1,0.0692770398896316,58
CFR,73,1,0.07677759443010602,70
CFR,74,1,0.06934135190902217,62
CFR,75,1,0.043330448014395576,112
CFR,76,1,0.09980066767278707,106
CFR,77,1,0.011641403724407329,58
CFR,78,0,0.06547159162060967,232
CFR,79,1,0.08170394336476046,68
CFR,80,1,0.06787154985510785,138
CFR,81,0,0.07571918623788017,56
CFR,82,0,0.056253539191352,36
CFR,83,0,0.0,56
CFR,84,0,0.12265552173961293,44
CFR,85,0,0.0,116
CFR,86,0,0.15718715135441272,86
CFR,87,1,0.14234440667288645,28
CFR,88,0,0.04670803363506611,130
CFR,89,1,0.052016228437423706,192
CFR,90,0,0.0,52
CFR,91,0,0.24623530251639228,56
CFR,92,1,0.08448889089185137,86
CFR,93,1,0.0,28
CFR,94,1,0.07019371821962553,58
CFR,95,0,0.0,22
CFR,96,1,0.16501214769151476,54
CFR,97,0,0.05106400635282872,118
CFR,98,0,0.11031348983962815,154
CFR,99,1,0.11248660810065993,132
CFR,100,0,0.0,48
CFR,101,0,0.12569189071655273,100
CFR,102,0,0.04507814134870257,56
CFR,103,0,0.0,22
CFR,104,1,0.0807924403084649,144
CFR,105,1,0.0,42
CFR,106,1,0.0,50
CFR,107,1,0.0,70
CFR,108,1,0.0,36
CFR,109,0,0.523000955581665,24
CFR,110,0,0.03734656742640904,112
CFR,111,1,0.0,66
CFR,112,0,0.0,34
CFR,113,0,0.23056507110595703,50
CFR,114,1,0.0646736310875934,276
CFR,115,1,0.0762036352446585,132
CFR,116,0,0.04370316215183424,46
CFR,117,0,0.04439904139592097,130
CFR,118,1,0.06054948877405237,54
CFR,119,1,0.04959245060765466,172
CFR,120,0,0.09654915851095448,138
CFR,121,0,0.049421044646716504,122
CFR,122,1,0.07998943328857422,116
CFR,123,1,0.0,26
CFR,124,1,0.0,100
CFR,125,1,0.16595866229083087,74
CFR,126,0,0.0,144
CFR,127,0,0.16134315066867402,90
CFR,128,1,0.0693876881244754,242
CFR,129,1,0.0,86
CFR,130,1,0.0,48
CFR,131,1,0.0,60
CFR,132,1,0.14944540129767525,144
CFR,133,1,0.07727512946495643,52
CFR,134,1,0.05908573375028722,34
CFR,135,1,0.055013224482536316,128
CFR,136,0,0.0,46
CFR,137,0,0.0,54
CFR,138,1,0.12033675090376153,166
CFR,139,1,0.05344108298972801,54
CFR,140,0,0.056177377700805664,88
CFR,141,1,0.0,40
CFR,142,0,0.1074830691019694,60
CFR,143,0,0.0,98
CFR,144,0,0.14402382615683734,138
CFR,145,0,0.037215374134205004,54
CFR,146,1,0.06480463619889884,58
CFR,147,1,0.06698369979858398,60
CFR,148,1,0.0961161496346457,114
CFR,149,0,0.07676010701193739,134
CFR,150,1,0.0699962888445173,70
CFR,151,0,0.0,34
CFR,152,1,0.0,42
CFR,153,0,0.10698345991281363,104
CFR,154,1,0.0,52
CFR,155,0,0.0,36
CFR,156,1,0.0,56
CFR,157,1,0.17467080330362125,98
CFR,158,0,0.04200140635172526,48
CFR,159,0,0.0,98
CFR,160,1,0.0,38
CFR,161,1,0.14233102603834502,98
CFR,162,1,0.0,154
CFR,163,0,0.3765597939491272,32
CFR,164,0,0.06927422114780972,70
CFR,165,0,0.0,48
CFR,166,0,0.0,30
CFR,167,0,0.0,60
CFR,168,0,0.08275628089904785,200
CFR,169,1,0.1378731294111772,110
CFR,170,1,0.0,58
CFR,171,1,0.10458772832697089,110
CFR,172,1,0.05336305988368704,134
CFR,173,0,0.0,42
CFR,174,0,0.21402835845947266,40
CFR,175,0,0.0,36
CFR,176,0,0.0,24
CFR,177,0,0.0,72
CFR,178,0,0.0,52
CFR,179,1,0.1856088638305664,94
CFR,180,0,0.10063214735551314,110
CFR,181,1,0.07264692704756182,182
CFR,182,0,0.07582126661788585,172
CFR,183,1,0.07416392272373416,212
CFR,184,0,0.06361802419026692,36
CFR,185,1,0.0773008053119366,130
CFR,186,0,0.06292110834366237,156
CFR,187,0,0.09941604902159493,318
CFR,188,0,0.03155231475830078,50
CFR,189,0,0.0,50
CFR,190,1,0.2093791961669922,50
CFR,191,1,0.10442733764648438,46
CFR,192,1,0.08089291421990645,38
CFR,193,0,0.06690025329589844,90
CFR,194,1,0.07743713183280748,78
CFR,195,0,0.0,86
CFR,196,1,0.09491396885292204,102
CFR,197,1,0.14040387909987875,58
CFR,198,0,0.09744614362716675,224
CFR,199,1,0.09076676126253806,118
CFR,200,0,0.03966263362339565,70
CFR,201,1,0.09512383004893427,46
CFR,202,0,0.0,34
CFR,203,0,0.17678219339121945,46
CFR,204,1,0.10236378373770878,58
CFR,205,0,0.0,86
CFR,206,0,0.0,24
CFR,207,0,0.17417560924183237,66
CFR,208,0,0.0312769854510272,54
CFR,209,0,0.0,134
CFR,210,1,0.19114872194686028,106
CFR,211,0,0.06287544965744019,32
CFR,212,0,0.06899708195736534,152
CFR,213,1,0.0,74
CFR,214,0,0.19916172685294314,58
CFR,215,0,0.0,182
CFR,216,1,0.0915860617032615,186
CFR,217,0,0.0,36
CFR,218,0,0.10239084561665852,144
CFR,219,1,0.0,32
CFR,220,1,0.10652012295193142,270
CFR,221,1,0.0,74
CFR,222,0,0.28874874114990234,40
CFR,223,1,0.0,142
CFR,224,1,0.0,36
CFR,225,1,0.0,34
CFR,226,1,0.26709646792025177,74
CFR,227,1,0.0678574716722643,148
CFR,228,1,0.0857168977910822,44
CFR,229,0,0.06095207098758582,66
CFR,230,1,0.06695853339301215,90
CFR,231,1,0.06696383158365886,30
CFR,232,0,0.0257922543419732,72
CFR,233,0,0.10199864705403645,150
CFR,234,1,0.0873249152611042,116
CFR,235,0,0.07188114626654263,116
CFR,236,1,0.09263952573140462,240
CFR,237,0,0.05793204674353966,130
CFR,238,0,0.022744431215174058,136
CFR,239,0,0.17843059464996935,102
CFR,240,1,0.0,22
CFR,241,1,0.0,82
CFR,242,1,0.3956189522376427,26
CFR,243,0,0.08780615670340401,70
CFR,244,1,0.06880543448708273,154
CFR,245,0,0.0824586550394694,300
CFR,246,0,0.04914114552159463,62
CFR,247,0,0.10431037758881191,106
CFR,248,1,0.0,40
CFR,249,1,0.0,90
